Thời gian xảy ra tai nạn,Ngày xảy ra tai nạn,Quận/Huyện,Phường/Xã,Loại đường,Số người chết,Số người bị thương,Số người thương nặng,Số người thương nhẹ,Nhóm PT1,Phương tiện 1,Nhóm PT2,Phương tiện 2,Thiệt hại ước tính (triệu đồng),Phân loại tai nạn,Tình trạng thời tiết,Hình thức va chạm,Dạng đường,Loại mặt đường,Độ rộng đường,Tình trạng mặt đường,Tổ chức giao thông,Vòng xuyến,Nguyên nhân và Lỗi vi phạm
17:08:00,31/03/2021,2,An Phú,Đường huyện,0,0,0,0,Ô tô tải,Đầu kéo,Ô tô con,Ô tô con,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường một chiều,Không,['Chuyển hướng không đúng quy định']
12:00:00,31/03/2021,8,16,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Xitéc chở nước,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Lỗi và nguyên nhân khác', 'Không thực hiện đúng quy trình thao tác lái xe']"
10:00:00,31/03/2021,2,An Phú,Cao tốc,0,0,0,0,"Rơ mooc, Sơ mi rơ mooc",Sơ mi rơ moóc,,,0,Ít nghiêm trọng,Nắng,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
9:30:00,31/03/2021,Phú Nhuận,2,Đường huyện,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,1,Ít nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,"['Mệt mỏi, ngủ gật']"
7:30:00,31/03/2021,Củ Chi,Trung An,Đường xã - Nông thôn,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,['Không chấp hành quy định nhường đường tại nơi giao nhau']
7:00:00,31/03/2021,Nhà Bè,Phú Xuân,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Vạch dọc liền ở giữa,Không,['Không chú ý quan sát']
21:40:00,30/03/2021,Củ Chi,Phú Hòa Đông,Đường tỉnh - Nông thôn,1,0,0,0,"Mô tô, xe máy",Hai bánh dưới 50cm3,Ô tô tải,Ô tô chở hàng (Ô tô tải),5,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
20:30:00,30/03/2021,Bình Tân,Bình Trị Đông A,Đường huyện,0,1,1,0,"Mô tô, xe máy",Hai bánh,Ô tô tải,Ô tô chở hàng (Ô tô tải),0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Chuyển hướng không đúng quy định']
14:30:00,30/03/2021,Củ Chi,Phước Vĩnh An,Đường tỉnh,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô khách,Ô tô Buýt,0,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
13:10:00,30/03/2021,2,An Phú,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Tải có mui,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường một chiều,Không,['Không chấp hành quy định nhường đường tại nơi giao nhau']
10:30:00,30/03/2021,Bình Chánh,Tân Túc,Khác,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Tải có mui,80,Ít nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
20:00:00,29/03/2021,Bình Chánh,Quy Đức,Đường xã,0,3,0,3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
19:45:00,29/03/2021,6,13,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,Ô tô khách,Ô tô khách,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Chuyển hướng không đúng quy định']
19:00:00,29/03/2021,Bình Chánh,Lê Minh Xuân,Đường huyện,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,1,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Gồ ghề,Đá,,Khô,,Không,['Lỗi và nguyên nhân khác']
5:15:00,29/03/2021,Tân Phú,Tây Thạnh,Đường tỉnh - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Nghiêm trọng,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
4:30:00,29/03/2021,Bình Chánh,An Phú Tây,Khác,1,0,0,0,"Mô tô, xe máy",Hai bánh,Xe thô sơ,Xe ba gác,5,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Không chú ý quan sát', 'Dừng, đỗ xe trên đường bộ không đúng quy định']"
1:00:00,29/03/2021,Thủ Đức,,Đường huyện,0,1,1,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Mô tô,20,Ít nghiêm trọng,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
21:20:00,28/03/2021,12,An Phú Đông,Khác,0,2,0,2,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,"Bão, gió",Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
17:40:00,28/03/2021,Bình Thạnh,28,Khác,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,0,Nghiêm trọng,Nắng,Phương tiện tự gây tai nạn,,,,,,Không,['Không thực hiện đúng quy trình thao tác lái xe']
10:00:00,28/03/2021,Bình Chánh,Quy Đức,Quốc lộ,0,1,0,1,Ô tô khách,Ô tô Buýt,"Mô tô, xe máy",Mô tô,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
5:45:00,28/03/2021,Bình Thạnh,13,Khác,1,0,0,0,Xe thô sơ,Xe đạp,,,0,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Sử dụng bia rượu']
3:20:00,28/03/2021,12,Thạnh Xuân,Đường huyện,1,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
20:42:00,27/03/2021,Hóc Môn,Tân Thới Nhì,Quốc lộ,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Đầu kéo,123,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Chuyển hướng không đúng quy định', 'Vượt xe không đúng quy định']"
20:10:00,27/03/2021,5,1,Đường huyện,1,0,0,0,"Mô tô, xe máy",Mô tô,,,4,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
19:53:00,27/03/2021,Bình Chánh,Vĩnh Lộc B,Đường huyện,1,0,0,0,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,2,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,['Chuyển hướng không đúng quy định']
16:36:00,27/03/2021,7,Tân Thuận Tây,Đường huyện,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Ít nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Không chấp hành quy định nhường đường tại nơi giao nhau', 'Không chú ý quan sát']"
13:40:00,27/03/2021,Bình Tân,Bình Trị Đông A,Quốc lộ - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Rơ mooc, Sơ mi rơ mooc",Rơ moóc,0,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
9:45:00,27/03/2021,Thủ Đức,Bình Thọ,Đường tỉnh,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
9:00:00,27/03/2021,Bình Chánh,Tân Kiên,Đường huyện,0,1,0,1,Ô tô tải,Ô tô tải,"Mô tô, xe máy",Hai bánh,2,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,['Lỗi và nguyên nhân khác']
6:10:00,27/03/2021,12,Thới An,Quốc lộ,2,0,0,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Rất nghiêm trọng,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
22:00:00,26/03/2021,Nhà Bè,Nhơn Đức,Đường huyện - Nội thị,1,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Mô tô,4,Nghiêm trọng,Đêm tối,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Qua đường không đúng quy định']
16:17:00,26/03/2021,Bình Chánh,Tân Túc,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,"Rơ mooc, Sơ mi rơ mooc",Rơ moóc,500,Ít nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông xi măng,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,"['Vượt xe không đúng quy định', 'Chuyển hướng không đúng quy định']"
7:30:00,26/03/2021,Củ Chi,Tân Thạnh Đông,Đường tỉnh - Nông thôn,0,1,0,1,Ô tô tải,Ô tô chở hàng (Ô tô tải),,,0,Va chạm giao thông,Nắng,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Qua đường không đúng quy định']
5:05:00,26/03/2021,Tân Phú,Tây Thạnh,Đường huyện - Nội thị,0,1,0,1,Ô tô tải,Ô tô tải,"Mô tô, xe máy",Mô tô,1,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
14:05:00,25/03/2021,Bình Chánh,Tân Kiên,Quốc lộ,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Đầu kéo,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Chuyển hướng không đúng quy định']
10:10:00,25/03/2021,5,14,Đường huyện - Nội thị,1,0,0,0,Ô tô chuyên dụng,Ô tô Chuyên dụng,Xe thô sơ,Xe đạp,1,Nghiêm trọng,Nắng,Xe với xe,,,,,,Không,['Không chú ý quan sát']
8:50:00,25/03/2021,Bình Chánh,Tân Túc,Đường huyện - Nông thôn,0,1,0,1,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường đôi - Giải phân cách ở giữa,Không,['Chuyển hướng không đúng quy định']
7:20:00,25/03/2021,Bình Chánh,Tân Nhựt,Đường xã,0,2,2,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường hai chiều,Không,"['Lỗi và nguyên nhân khác', 'Không chú ý quan sát']"
4:55:00,25/03/2021,Nhà Bè,Nhà Bè,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,,,4,Nghiêm trọng,Đêm tối,Người với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,['Qua đường không đúng quy định']
21:10:00,24/03/2021,Củ Chi,Củ Chi,Đường huyện,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,4,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
12:25:00,24/03/2021,Bình Thạnh,11,Khác,0,1,0,1,Ô tô tải,Ô tô chở hàng (Ô tô tải),Ô tô con,Ô tô con,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
7:30:00,24/03/2021,Bình Tân,Bình Hưng Hòa B,Quốc lộ,0,0,0,0,Ô tô tải,Ô tô chở hàng (Ô tô tải),Ô tô tải,Ô tô chở hàng (Ô tô tải),0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông xi măng,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
7:10:00,24/03/2021,Thủ Đức,Tam Phú,Đường tỉnh,0,1,1,0,Ô tô tải,Ô tô chở hàng (Ô tô tải),Xe thô sơ,Xe đạp,5,Ít nghiêm trọng,Đêm tối,Xe với xe,,,,,,Không,['Không chú ý quan sát']
4:00:00,24/03/2021,1,Nguyễn Thái Bình,Đường huyện - Nội thị,0,0,0,0,Ô tô tải,Ô tô chở hàng (Ô tô tải),Ô tô con,Ô tô con,101,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không chú ý quan sát']
3:05:00,24/03/2021,Tân Bình,15,Đường huyện - Nội thị,0,1,0,1,Ô tô tải,Tải có cần cẩu,,,4,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Mệt mỏi, ngủ gật', 'Không chú ý quan sát']"
1:25:00,24/03/2021,Bình Thạnh,22,Đường tỉnh - Nội thị,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Ô tô tải,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng - Cầu,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường một chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
22:00:00,23/03/2021,Bình Thạnh,15,Đường tỉnh - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 3,5m đến 5,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Chuyển hướng không đúng quy định']
21:00:00,23/03/2021,Bình Tân,Bình Hưng Hòa A,Đường huyện,0,1,0,1,"Mô tô, xe máy",Mô tô,"Mô tô, xe máy",Hai bánh dưới 50cm3,0,Va chạm giao thông,Đêm tối,Xe với xe,,,,,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
18:30:00,23/03/2021,9,Phước Long B,Đường huyện,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Đầu kéo,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường một chiều,Có,['Không chấp hành quy định nhường đường tại nơi giao nhau']
18:00:00,23/03/2021,1,Bến Thành,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,,,4,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Do người điều khiển kém', 'Không thực hiện đúng quy trình thao tác lái xe']"
17:30:00,23/03/2021,2,Thạnh Mỹ Lợi,Đường tỉnh,1,2,2,0,Xe thô sơ,Xe đạp điện,Ô tô tải,Đầu kéo,0,Nghiêm trọng,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,,Không,['Không chú ý quan sát']
13:30:00,23/03/2021,Nhà Bè,Phước Kiển,Đường huyện - Nội thị,0,0,0,0,Ô tô tải,Ô tô tải,Ô tô con,Ô tô con,4,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
6:20:00,23/03/2021,10,7,Đường huyện - Nội thị,0,0,0,0,Ô tô con,Ô tô con,Ô tô con,Ô tô con,4,Va chạm giao thông,Râm,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Lỗi và nguyên nhân khác']
5:45:00,23/03/2021,Bình Tân,Bình Trị Đông A,Quốc lộ,0,0,0,0,Ô tô con,Ô tô con,,,0,Va chạm giao thông,Đêm tối,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông xi măng,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Xăm, lốp bị thủng']"
3:10:00,23/03/2021,12,Tân Thới Nhất,Khác,0,3,0,3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,0,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
2:44:00,23/03/2021,5,1,Đường huyện,1,0,0,0,Ô tô khách,Ô tô Khách từ 10 đến 16 chỗ,"Mô tô, xe máy",Hai bánh từ 50-175cm3,10,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng - Cầu,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường đôi - Giải phân cách ở giữa,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
1:15:00,23/03/2021,9,Phước Long A,Đường tỉnh,0,0,0,0,Ô tô tải,Ô tô tải,"Rơ mooc, Sơ mi rơ mooc",Sơ mi rơ moóc,1,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Lớn hơn 19,5m",Khô,,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
22:00:00,22/03/2021,Hóc Môn,Trung Chánh,Đường tỉnh,1,0,0,0,Ô tô con,Ô tô con,"Mô tô, xe máy",Hai bánh từ 50-175cm3,30,Nghiêm trọng,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Chuyển hướng không đúng quy định']
21:45:00,22/03/2021,Nhà Bè,Long Thới,Đường huyện - Nội thị,0,1,0,1,"Mô tô, xe máy",Hai bánh từ 50-175cm3,"Mô tô, xe máy",Hai bánh từ 50-175cm3,2,Va chạm giao thông,Đêm tối,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 5,5m đến 9,0m",Khô,Đường hai chiều,Không,['Tránh xe đi ngược chiều không đúng quy định']
13:40:00,22/03/2021,3,6,Đường tỉnh - Nội thị,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,,,2,Nghiêm trọng,Nắng,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường một chiều,Không,['Không chú ý quan sát']
13:00:00,22/03/2021,Bình Tân,Bình Trị Đông A,Quốc lộ,0,0,0,0,Ô tô tải,Ô tô tải,Ô tô tải,Ô tô tải,0,Va chạm giao thông,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường đôi - Giải phân cách ở giữa,Không,['Không giữ khoảng cách an toàn với xe chạy liền trước']
9:30:00,22/03/2021,Củ Chi,Phước Vĩnh An,Đường tỉnh,1,0,0,0,"Mô tô, xe máy",Hai bánh từ 50-175cm3,Ô tô tải,Đầu kéo,0,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường hai chiều,Không,['Không chú ý quan sát']
21:30:00,21/03/2021,Tân Phú,Sơn Kỳ,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,,,1,Nghiêm trọng,Đêm tối,Phương tiện tự gây tai nạn,,,,,,Không,['Không chú ý quan sát']
17:30:00,21/03/2021,Bình Chánh,Vĩnh Lộc A,Đường xã,1,0,0,0,"Mô tô, xe máy",Hai bánh,"Mô tô, xe máy",Hai bánh,1,Nghiêm trọng,Nắng,Xe với xe,Thẳng - Phẳng,Bê tông nhựa,,Khô,Đường hai chiều,Không,"['Đi không đúng chiều đường, phần đường, làn đường quy định']"
9:05:00,21/03/2021,Thủ Đức,Hiệp Bình Phước,Quốc lộ,0,0,0,0,Ô tô con,Ô tô con,Ô tô tải,Ô tô tải,40,Va chạm giao thông,Nắng,Xe với xe,Cong cua,Bê tông nhựa,"Từ 9,0m đến 13,0m",Khô,Đường một chiều,Có,['Vượt xe không đúng quy định']
9:05:00,21/03/2021,4,3,Đường huyện - Nội thị,1,0,0,0,"Mô tô, xe máy",Mô tô,,,3,Nghiêm trọng,Nắng,Phương tiện tự gây tai nạn,Thẳng - Phẳng,Bê tông nhựa,"Từ 13,0m đến 19,5m",Khô,Đường hai chiều,Không,"['Không giữ khoảng cách an toàn với xe chạy liền trước', 'Đi không đúng chiều đường, phần đường, làn đường quy định']"
